10,31,10,26
34,32,16,27
4,15,8,11
3,5,3,39
6,27,6,26
5,3,5,26
9,2,40,29
24,31,13,29
7,4,13,29
1,11,1,29
6,32,6,29
29,27,14,29
29,31,9,26
39,27,12,26
9,16,36,29
37,31,31,29
35,31,20,11
35,31,19,2
36,31,18,26
15,32,17,36
28,32,22,11
29,35,21,11
33,37,24,26
36,23,23,29
28,31,26,8
17,31,25,34
30,6,31,37
25,31,24,26
22,11,30,1
27,6,29,1
32,25,27,26
31,11,27,11
40,37,28,30
2,31,21,2
18,32,36,11
24,31,35,11
16,11,36,11
36,11,10,11
34,31,13,15
35,37,7,31
