10,6,10,26
34,31,16,30
4,7,8,30
3,7,3,13
6,16,16,7
11,10,5,7
9,10,40,37
4,11,3,33
40,38,12,30
1,40,1,26
7,38,6,1
14,37,14,25
39,25,12,34
12,29,12,29
40,1,14,30
3,7,6,1
20,29,29,13
35,31,35,26
36,26,15,2
15,37,36,1
39,31,39,24
36,29,36,25
5,25,25,1
37,23,23,1
26,10,26,37
25,10,25,37
32,35,27,37
25,27,35,31
22,23,36,1
29,11,29,39
32,30,27,39
27,18,31,39
7,38,34,26
2,32,33,39
40,24,36,1
22,6,22,25
24,18,24,13
36,11,10,30
21,11,21,1
7,4,7,1
