10,5,10,18
34,5,40,18
4,5,4,20
3,5,3,27
6,29,6,26
5,29,5,31
40,29,40,28
1,5,4,30
40,29,14,29
1,5,4,25
6,29,5,33
14,29,14,17
39,29,14,32
20,29,13,20
12,29,11,31
4,5,4,26
18,29,18,2
21,29,19,34
3,29,20,34
15,29,21,30
18,6,22,27
29,11,19,37
5,31,24,34
3,5,23,35
26,31,26,21
25,31,25,16
32,29,31,37
26,34,32,40
34,6,30,26
34,6,29,33
32,6,32,40
27,6,31,19
26,31,32,12
29,6,16,27
18,3,40,16
16,5,37,27
16,5,36,17
10,5,4,19
15,6,12,32
12,31,7,33
